"";"Horodateur";"Genre";"Age";"Pays";"Plus haut niveau d'étude";"Avez-vous déjà fait de la plongée (bouteille et/ou masque et tuba)";"Comment évaluez-vous vos connaissances sur les récifs coralliens ?";"Avez vous des problèmes avec les perception des couleurs ?";"Si vous souhaitez exercer votre droit de rétractation, veuillez contacter Gita ALISA gitaalisa0808@gmail.com avec le code suivant :"
"152";2023-05-16;"Homme";46;"France";"Bac+5";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_74650f55b6f1cc8580993c0bf9994d1b"
"153";2023-05-16;"Femme";18;"French Southern Territories";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_f44c4c2eb74443a352064e3ac9af2278"
"154";2023-05-16;"Femme";33;"France";"Bac+8 (doctorat)";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_9706f3181eddb6e8fa547300351c31c5"
"155";2023-05-16;"Femme";36;"Réunion";"Bac+5";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_5e40984f99b6e81009c37fe42b20278f"
"156";2023-05-16;"Femme";65;"France";"Bac+8 (doctorat)";"Plongée masque et tuba";"Moyenne";"Non";"ID_JUGEC_18_judge_f846e940307875500c8449748532bb24"
"157";2023-05-16;"Femme";42;"France";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_65b60aa1010d327af256b2c0fb7310c6"
"158";2023-05-16;"Homme";46;"France";"Bac+8 (doctorat)";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_c597afbc37efd275fc552ab765957c43"
"159";2023-05-16;"Femme";20;"French Southern Territories";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_a2239fb22b858c4c305b12404199ef75"
"160";2023-05-16;"Femme";50;"France";"Bac+3";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_749d160ddde86e60b4e1fcdfc63468b4"
"161";2023-05-16;"Femme";19;"France";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Non";"Aucune";"Non";"ID_JUGEC_18_judge_f96f862b7965a0ec453d5a13b696a6f1"
"162";2023-05-16;"Femme";36;"Colombia";"Bac+8 (doctorat)";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_38381c00e2a97aec242b8c9c12d08920"
"163";2023-05-16;"Homme";20;"France";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_27478a495b2a2bc80c6697526dac450a"
"164";2023-05-16;"Femme";27;"France";"Bac+5";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_33ba22cd92a537bab298ca6445dd67c0"
"165";2023-05-16;"Femme";19;"France";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_8be0f4e15eeeec91ce45cbc20023cd0a"
"166";2023-05-16;"Homme";28;"France";"Bac+3";"Plongée masque et tuba";"Moyenne";"Non";"ID_JUGEC_18_judge_634e4aba53f026a99e6474250869330e"
"167";2023-05-16;"Femme";64;"France";"Bac+8 (doctorat)";"Non";"Faible";"Non";"ID_JUGEC_18_judge_a82e101e424d7608c23b8be4b3155417"
"168";2023-05-16;"Femme";27;"France";"Bac+5";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_5b2ac78cdfac336b9b7e6b8116fd2ef6"
"169";2023-05-16;"Femme";21;"France";"Bac+3";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_db9c95943bbf05e76445bc09318ac0fc"
"170";2023-05-16;"Femme";23;"France";"Bac+5";"Non";"Aucune";"Non";"ID_JUGEC_18_judge_9b5261ff5b8478a28f0f99aed874feca"
"171";2023-05-16;"Autre";19;"French Southern Territories";"Certificat d'étude";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_b7570d0831cdd4ec1c084ca29916b833"
"172";2023-05-16;"Homme";30;"France";"Bac+5";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_cb03d042351613eb3606e9321cc6bbe8"
"173";2023-05-16;"Femme";24;"France";"Bac+3";"Plongée masque et tuba";"Aucune";"Non";"ID_JUGEC_18_judge_d6c2149a779a0ebdca23c5fd33854c4a"
"174";2023-05-16;"Femme";52;"France";"Bac+8 (doctorat)";"Non";"Aucune";"Oui";"ID_JUGEC_18_judge_c36df8b90fd1f3206c6c666062aa0f9d"
"175";2023-05-16;"Femme";18;"France";"Bac+3";"Non";"Aucune";"Non";"ID_JUGEC_18_judge_2d0196b9c5a6dd3c6986bf7cdf4e7a21"
"176";2023-05-16;"Femme";30;"France";"Bac+5";"Plongée masque et tuba";"Aucune";"Non";"ID_JUGEC_18_judge_7cf1da4a55d2c4822473e5f1784d9b4f"
"177";2023-05-16;"Femme";60;"France";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Non";"Aucune";"Non";"ID_JUGEC_18_judge_ead49ba76a9cd7fdafce3189120bf364"
"178";2023-05-16;"Femme";23;"France";"Bac+3";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_e7f56a5249b2a5a0b722aaeaf6abd0f2"
"179";2023-05-16;"Femme";44;"France";"Bac+8 (doctorat)";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_17fed57b62bbadada62e427c72755599"
"180";2023-05-16;"Homme";21;"France";"Bac+5";"Les deux";"Aucune";"Non";"ID_JUGEC_18_judge_cda9801c4abf2bc8bf4304085da341aa"
"181";2023-05-16;"Homme";22;"France";"Bac+5";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_c964d5f2fa282c2c3c18e5185f9b0511"
"182";2023-05-16;"Femme";19;"France";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Non";"Aucune";"Non";"ID_JUGEC_18_judge_20adcb335b1bc081715392db68b880b3"
"183";2023-05-16;"Femme";26;"France";"Bac+5";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_02a3b84b19983b979bb8a2825cf60516"
"184";2023-05-16;"Femme";18;"France";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Plongée masque et tuba";"Moyenne";"Non";"ID_JUGEC_18_judge_f1ea40d17c6d0453704d57febfa096d7"
"185";2023-05-16;"Femme";22;"France";"Bac+5";"Les deux";"Bonne";"Oui";"ID_JUGEC_18_judge_450024977210560d1f35e1b3d159465c"
"186";2023-05-16;"Autre";22;"France";"Bac+3";"Les deux";"Excellente";"Non";"ID_JUGEC_18_judge_7a3682fde1f9b8e8a583400b0a56010e"
"187";2023-05-16;"Femme";25;"France";"Bac+8 (doctorat)";"Plongée masque et tuba";"Moyenne";"Non";"ID_JUGEC_18_judge_a5a53dcc428026f1a27f0b687080c568"
"188";2023-05-16;"Femme";22;"France";"Bac+5";"Non";"Aucune";"Non";"ID_JUGEC_18_judge_e4fafc22c3867c2376099ac0023d8648"
"189";2023-05-16;"Femme";16;"France";"Certificat d'étude";"Non";"Faible";"Non";"ID_JUGEC_18_judge_f35b14415baed5cccef1acc30653e78a"
"190";2023-05-16;"Femme";23;"France";"Bac+5";"Non";"Aucune";"Non";"ID_JUGEC_18_judge_ee3b1680dc5ee0fae1211952e07e4e2e"
"191";2023-05-16;"Femme";21;"France";"Bac+5";"Les deux";"Aucune";"Non";"ID_JUGEC_18_judge_b88c97e9bfa498864f418a805b97c0f6"
"192";2023-05-16;"Homme";23;"France";"Bac+5";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_beadedfc63de0af9326710e191e7c2d3"
"193";2023-05-16;"Femme";53;"France";"Bac+8 (doctorat)";"Non";"Moyenne";"Non";"ID_JUGEC_18_judge_cbc0f3b1936584e2ab91cec1d947ef5d"
"194";2023-05-16;"Femme";56;"France";"Bac+3";"Non";"Moyenne";"Non";"ID_JUGEC_18_judge_22278bc66e9b16a81727fbea9960c1ab"
"195";2023-05-16;"Femme";20;"French Southern Territories";"Bac+3";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_c0f2e4ecf15c8f5ce2389e53ba14379f"
"196";2023-05-16;"Femme";20;"France";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_c753bf0c80603a42a9e97cf6a938edb5"
"197";2023-05-16;"Homme";28;"France";"Bac+8 (doctorat)";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_949b7ca24ff229bd6bbca128b7a070bd"
"198";2023-05-16;"Femme";21;"France";"Bac+5";"Plongée bouteille";"Moyenne";"Non";"ID_JUGEC_18_judge_a9a4ac7ad9a17ce2c835eb2776f7a690"
"199";2023-05-16;"Femme";22;"France";"Bac+3";"Plongée bouteille";"Moyenne";"Non";"ID_JUGEC_18_judge_004bcdda5e7fd81c32ec7b5731cd463f"
"200";2023-05-16;"Homme";21;"France";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Non";"Moyenne";"Non";"ID_JUGEC_18_judge_a0c29eff32fc9b89b3b98cbc9c86ac48"
"201";2023-05-16;"Femme";22;"France";"Bac+5";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_e08243ce325d64a94b392fa1a00acc5a"
"202";2023-05-16;"Autre";17;"France";"Certificat d'étude";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_38075c851c733b8fbd786cde422722df"
"203";2023-05-16;"Autre";16;"France";"Certificat d'étude";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_f446b016c8d3beacb3884f1aaae4f3f3"
"204";2023-05-16;"Femme";29;"French Southern Territories";"Bac+5";"Non";"Aucune";"Non";"ID_JUGEC_18_judge_676afe4937c28bbf22208b423ff1da07"
"205";2023-05-16;"Femme";25;"France";"Bac+5";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_0e43ed89113584de9cabce92570da62b"
"206";2023-05-16;"Homme";35;"France";"Bac+5";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_9871f3e94daab770c21a2f2635314deb"
"207";2023-05-16;"Femme";20;"France";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Non";"Faible";"Non";"ID_JUGEC_18_judge_239f55986c57e034fb40d41804449df3"
"208";2023-05-17;"Femme";37;"France";"Bac+5";"Non";"Aucune";"Non";"ID_JUGEC_18_judge_263e80c9745645b35a90b57244999cfa"
"209";2023-05-17;"Femme";30;"France";"Bac+8 (doctorat)";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_dd618eec49fd7c74f15a22d60b934b8d"
"210";2023-05-17;"Femme";24;"France";"Bac+5";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_06877e72bff83bf241b1800c5ec26e9d"
"211";2023-05-17;"Homme";26;"France";"Bac+8 (doctorat)";"Non";"Faible";"Non";"ID_JUGEC_18_judge_06dadae68bde1d86fdd080d6ae02ca70"
"212";2023-05-17;"Homme";26;"France";"Bac+5";"Non";"Faible";"Non";"ID_JUGEC_18_judge_af1c84b48993733e89145be70c304c19"
"213";2023-05-17;"Femme";57;"French Southern Territories";"Bac+5";"Non";"Moyenne";"Non";"ID_JUGEC_18_judge_ccb44d42a9df96c77b264da8aed98af7"
"214";2023-05-17;"Femme";27;"France";"Bac+8 (doctorat)";"Non";"Moyenne";"Non";"ID_JUGEC_18_judge_30810ec17d9a8ae4f1fc6a19447126e4"
"215";2023-05-17;"Femme";49;"France";"Bac+5";"Plongée bouteille";"Aucune";"Non";"ID_JUGEC_18_judge_0252e1b13c58c4c2bae3a061a06fed0e"
"216";2023-05-17;"Homme";17;"France";"Certificat d'étude";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_d1de5dba09cd6f034d15071781aa5f7b"
"217";2023-05-17;"Homme";19;"French Polynesia";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_e4fdad29e7ea53c45ebe97c3766dd100"
"218";2023-05-17;"Homme";31;"France";"Bac+8 (doctorat)";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_4ad3d2695f0e5ee6c727e16092f5043e"
"219";2023-05-17;"Femme";24;"France";"Bac+3";"Non";"Moyenne";"Non";"ID_JUGEC_18_judge_0fdc394c1d002a0b36c44952973d93f4"
"220";2023-05-17;"Femme";27;"France";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Non";"Faible";"Non";"ID_JUGEC_18_judge_0dbea9ffd2cff1c74c860a6a4dfe134d"
"221";2023-05-17;"Femme";48;"France";"Bac+8 (doctorat)";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_1b9fbd327ecb4769f423b31f694a9984"
"222";2023-05-17;"Femme";26;"France";"Bac+5";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_714d90951f3a573e26e76640ce3f7a8f"
"223";2023-05-17;"Femme";10;"France";"Aucun";"Non";"Bonne";"Non";"ID_JUGEC_18_judge_c77ccfe1a430c1a7cd6bbe7c644bb653"
"224";2023-05-17;"Homme";38;"France";"Bac+5";"Non";"Aucune";"Non";"ID_JUGEC_18_judge_e67de8ccc37726b2e799ed3734c5e664"
"225";2023-05-17;"Homme";30;"France";"Bac+8 (doctorat)";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_5ca2a64c3776842e3a346eb4cb0e0e8b"
"226";2023-05-17;"Femme";22;"France";"Bac+5";"Plongée masque et tuba";"Bonne";"Non";"ID_JUGEC_18_judge_e2408fe8a7bc940c4bf00d5315fc670f"
"227";2023-05-17;"Femme";30;"France";"Bac+5";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_800181de34e18382d86916da766e3b99"
"228";2023-05-17;"Femme";32;"France";"Bac+8 (doctorat)";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_7a9e8a4d25eaec532d95a42978a7ecb4"
"229";2023-05-17;"Femme";47;"France";"Bac+8 (doctorat)";"Non";"Faible";"Non";"ID_JUGEC_18_judge_583e2142075b639a92fd6a29270d0b44"
"230";2023-05-17;"Homme";22;"France";"Bac+5";"Plongée masque et tuba";"Moyenne";"Non";"ID_JUGEC_18_judge_393f8361982b93db5c8ebae0b1605edc"
"231";2023-05-17;"Femme";55;"France";"Bac+8 (doctorat)";"Plongée masque et tuba";"Moyenne";"Non";"ID_JUGEC_18_judge_44c26e7819568001dd44009434b0ac8f"
"232";2023-05-17;"Femme";22;"France";"Bac+3";"Non";"Moyenne";"Non";"ID_JUGEC_18_judge_84609d4e580d7330935603c3b9fe8884"
"233";2023-05-17;"Homme";16;"France";"Aucun";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_e7fb897b23d3c6737c6014a7dbce327b"
"234";2023-05-17;"Homme";37;"France";"Bac+5";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_8e1630414d59a395fa4072694790d448"
"235";2023-05-17;"Femme";26;"France";"Bac+5";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_314c9d34200e64fc9b6d8c9eb443e0c8"
"236";2023-05-17;"Femme";28;"France";"Bac+8 (doctorat)";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_fae5984e7f6639e3b7f6d92b62d1becf"
"237";2023-05-17;"Homme";72;"France";"Bac+8 (doctorat)";"Plongée masque et tuba";"Bonne";"Non";"ID_JUGEC_18_judge_57846a6e90ac98f2d902c85f1b77bd06"
"238";2023-05-17;"Homme";39;"France";"Bac+8 (doctorat)";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_cc890e9687a09a7c1656c991a0dd17f1"
"239";2023-05-17;"Femme";33;"France";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Plongée bouteille";"Aucune";"Non";"ID_JUGEC_18_judge_d10c2ba8166b8c6eca2354334cb6a701"
"240";2023-05-17;"Homme";25;"France";"Bac+5";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_2f4c3090a846580171377317ab6cfc39"
"241";2023-05-17;"Femme";24;"France";"Bac+5";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_f21b119466fcf19648e1f03b457c0a48"
"242";2023-05-17;"Femme";31;"France";"Bac+5";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_cbc7ac731d5123a74f604b410027f693"
"243";2023-05-17;"Femme";38;"France";"Bac+8 (doctorat)";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_011701cf73610874fae8307799530190"
"244";2023-05-17;"Homme";51;"France";"Bac+3";"Plongée masque et tuba";"Aucune";"Non";"ID_JUGEC_18_judge_967120593d27d4e1c768577796df6f5a"
"245";2023-05-17;"Femme";25;"France";"Bac+8 (doctorat)";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_43135f4f440329491d48f06619c58379"
"246";2023-05-17;"Femme";29;"France";"Bac+8 (doctorat)";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_43c1b3befd461cfa05c919edb43264e9"
"247";2023-05-17;"Homme";26;"France";"Bac+5";"Non";"Moyenne";"Non";"ID_JUGEC_18_judge_5009c49616b4628bcd2319d43361df57"
"248";2023-05-17;"Femme";21;"France";"Bac+3";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_bd9edfd0c4676ad56acaf131ed7d6c78"
"249";2023-05-17;"Homme";35;"French Southern Territories";"Bac+8 (doctorat)";"Non";"Faible";"Non";"ID_JUGEC_18_judge_26aeaf1a552d32aaf9a5964e0c6ec492"
"250";2023-05-17;"Homme";71;"France";"Bac+8 (doctorat)";"Les deux";"Faible";"Oui";"ID_JUGEC_18_judge_73b669dec39e70f8e850980e79c5f21f"
"251";2023-05-17;"Femme";26;"France";"Bac+5";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_dfd02dad18ca2fb08ae8065d486bed00"
"252";2023-05-17;"Homme";34;"France";"Bac+8 (doctorat)";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_9a17214ffe0acca6bcce5912ff576d69"
"253";2023-05-17;"Femme";33;"Denmark";"Bac+8 (doctorat)";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_097bdbbcffdf672d06d0335d4c4ee457"
"254";2023-05-17;"Homme";31;"France";"Bac+5";"Non";"Faible";"Non";"ID_JUGEC_18_judge_058ed11161743398320d0af0acaa75ed"
"255";2023-05-17;"Femme";42;"France";"Bac+5";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_26d21d552654691a8325a5f4eb5b34b7"
"256";2023-05-17;"Femme";26;"France";"Bac+5";"Non";"Faible";"Non";"ID_JUGEC_18_judge_9126e5961f944baed42c211a6f81c9b0"
"257";2023-05-17;"Femme";52;"France";"Bac+8 (doctorat)";"Non";"Aucune";"Non";"ID_JUGEC_18_judge_af338f6c9a7c7ea9a1f67cba409349cd"
"258";2023-05-17;"Femme";57;"France";"Bac+5";"Non";"Faible";"Non";"ID_JUGEC_18_judge_7e980f20b5f7f25ecdac64fb053d837d"
"259";2023-05-17;"Homme";25;"France";"Bac+5";"Plongée bouteille";"Faible";"Non";"ID_JUGEC_18_judge_c243c2ef8c258545bb81d8f428a62588"
"260";2023-05-17;"Femme";27;"France";"Bac+8 (doctorat)";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_a55841dfb8bdc48af5b4f733fc49d05b"
"261";2023-05-17;"Femme";32;"France";"Bac+5";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_d55aea137b4d8f99ed62a29a8ded47ca"
"262";2023-05-17;"Femme";52;"France";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Non";"Faible";"Non";"ID_JUGEC_18_judge_aeb2d5b682ce99746bedded214438c0c"
"263";2023-05-17;"Homme";28;"France";"Bac+5";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_ce1855b192d8414b59c4f5f6459a56a2"
"264";2023-05-17;"Femme";49;"France";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Plongée masque et tuba";"Moyenne";"Non";"ID_JUGEC_18_judge_02a711873e0718d65953dbd171d68015"
"265";2023-05-17;"Femme";40;"France";"Bac+5";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_214f813df5236972616affba81c65189"
"266";2023-05-17;"Femme";68;"France";"Bac+8 (doctorat)";"Plongée bouteille";"Faible";"Non";"ID_JUGEC_18_judge_aacfb71e48807a7fb700ce9e1997b22d"
"267";2023-05-17;"Femme";20;"France";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Non";"Aucune";"Non";"ID_JUGEC_18_judge_c6429b13506d589c15e0d065fcf90d18"
"268";2023-05-17;"Autre";24;"France";"Bac+5";"Non";"Moyenne";"Non";"ID_JUGEC_18_judge_bc7c96e1b9ef39f61d8d068c0ffa7d51"
"269";2023-05-17;"Femme";47;"France";"Bac+3";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_47217aeab336ac2f4f89e31b0e122273"
"270";2023-05-17;"Femme";27;"France";"Bac+5";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_b4cc9ab52e3bb0facdd53f29fc25b25d"
"271";2023-05-17;"Femme";21;"France";"Bac+3";"Non";"Moyenne";"Non";"ID_JUGEC_18_judge_0fddd43c120d50394ae6e547af61287b"
"272";2023-05-17;"Femme";30;"France";"Bac+5";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_2cb1052d30fe06878febc7df2280f779"
"273";2023-05-17;"Homme";36;"France";"Bac+8 (doctorat)";"Non";"Faible";"Non";"ID_JUGEC_18_judge_5232f954edc3193063836155180ac586"
"274";2023-05-17;"Femme";27;"France";"Bac+5";"Plongée masque et tuba";"Moyenne";"Non";"ID_JUGEC_18_judge_5464c4a9f5561947c96cbfb7ddc925d0"
"275";2023-05-17;"Femme";46;"France";"Bac+5";"Non";"Faible";"Non";"ID_JUGEC_18_judge_81b5b041a0c45604e6a2cc3fe52efa2b"
"276";2023-05-17;"Homme";32;"France";"Bac+8 (doctorat)";"Plongée bouteille";"Moyenne";"Non";"ID_JUGEC_18_judge_382b155e640d10c4f90a39d0c733ad0d"
"277";2023-05-17;"Autre";25;"France";"Bac+5";"Non";"Faible";"Non";"ID_JUGEC_18_judge_b36d4d02f3153179fd2da91169221d23"
"278";2023-05-17;"Femme";38;"France";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Non";"Aucune";"Non";"ID_JUGEC_18_judge_f00acd8df5b7a56c1259df0877297df2"
"279";2023-05-17;"Femme";45;"Réunion";"Bac+8 (doctorat)";"Les deux";"Excellente";"Non";"ID_JUGEC_18_judge_00c008e166409f43651c13fe854add97"
"280";2023-05-17;"Femme";24;"France";"Bac+5";"Non";"Aucune";"Non";"ID_JUGEC_18_judge_13dfe8589684f99982aa750884f3c6c1"
"281";2023-05-17;"Homme";23;"France";"Bac+5";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_62101913bba7da9b55df63ae07fd6752"
"282";2023-05-17;"Femme";26;"France";"Bac+8 (doctorat)";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_ac6397d3e95c6c4a3779cee97e465240"
"283";2023-05-17;"Femme";49;"France";"Bac+5";"Les deux";"Aucune";"Non";"ID_JUGEC_18_judge_93383c6efccd672630774ec340ee19e1"
"284";2023-05-17;"Homme";53;"France";"Bac+5";"Plongée masque et tuba";"Aucune";"Non";"ID_JUGEC_18_judge_58c1b8cb36b9a0bd7b0081f153a67422"
"285";2023-05-17;"Homme";28;"France";"Bac+8 (doctorat)";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_82be2c0b2a8fb7bef8454d2ac1578453"
"286";2023-05-17;"Femme";33;"France";"Bac+5";"Non";"Faible";"Non";"ID_JUGEC_18_judge_841b0db4342dc7f790238ee298c599a1"
"287";2023-05-17;"Femme";32;"France";"Bac+3";"Non";"Aucune";"Non";"ID_JUGEC_18_judge_ae1847477d591e137512e8ff5e93bc20"
"288";2023-05-17;"Femme";22;"France";"Bac+5";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_3e8503b44b183380be5c632816664c68"
"289";2023-05-17;"Femme";26;"France";"Bac+5";"Non";"Faible";"Non";"ID_JUGEC_18_judge_bf3452d1bcfe13655830784d501f7481"
"290";2023-05-17;"Homme";25;"France";"Bac+5";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_515855f8e88d4c8bfac15b05e9237a48"
"291";2023-05-17;"Femme";50;"France";"Bac+5";"Non";"Aucune";"Non";"ID_JUGEC_18_judge_20ff2c9cb61e232c8ab5166cefec1462"
"292";2023-05-17;"Homme";22;"Réunion";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_4ab5757e16b34a661ea2cb3100d457c3"
"293";2023-05-17;"Femme";20;"Réunion";"Bac+3";"Non";"Moyenne";"Non";"ID_JUGEC_18_judge_72bd7753caf826357b8af9afc5471f4a"
"294";2023-05-17;"Femme";30;"France";"Bac+8 (doctorat)";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_7c559381bee2e8a63e134a8a1ce99278"
"295";2023-05-17;"Femme";24;"Réunion";"Bac+5";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_8d8b8efbecfedcd017384fbd349df3a5"
"296";2023-05-17;"Femme";19;"Réunion";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Non";"Faible";"Non";"ID_JUGEC_18_judge_81c326d42656b03803c65709465f3b8f"
"297";2023-05-17;"Femme";30;"France";"Bac+5";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_122ea98d7c2b2f9e191a3fb9dbcdeeb2"
"298";2023-05-17;"Femme";25;"France";"Bac+5";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_b5ec528ebeb0e133eaf0e376d1f63574"
"299";2023-05-17;"Femme";50;"France";"Bac+8 (doctorat)";"Plongée bouteille";"Faible";"Non";"ID_JUGEC_18_judge_f93bbb59efaf5288fa4af1885f862f60"
"300";2023-05-17;"Femme";31;"France";"Bac+3";"Non";"Moyenne";"Non";"ID_JUGEC_18_judge_5b93e4c311831ccdf679900a1ba3dd23"
"301";2023-05-17;"Femme";32;"France";"Bac+3";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_b96e24221321986abd02d04392c7e0b6"
"302";2023-05-17;"Femme";52;"France";"Bac+8 (doctorat)";"Les deux";"Aucune";"Non";"ID_JUGEC_18_judge_baeb84bfba4dacc1367f6fc18fd23052"
"303";2023-05-17;"Femme";33;"France";"Bac+8 (doctorat)";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_88af6772d7e68a74073beee733d885d1"
"304";2023-05-17;"Homme";23;"France";"Bac+8 (doctorat)";"Non";"Faible";"Non";"ID_JUGEC_18_judge_ce8efe61ae3c6d2d7cb8fb0fd0639e38"
"305";2023-05-17;"Homme";20;"France";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Non";"Faible";"Non";"ID_JUGEC_18_judge_6834f7d0cee8d13157e2eff399206d66"
"306";2023-05-17;"Femme";21;"France";"Bac+3";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_ffc766baacddcb0db8d4bc54d4d3d89a"
"307";2023-05-17;"Femme";21;"Réunion";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_ae136de1e1e6056a819be3254f4fd776"
"308";2023-05-17;"Femme";20;"Réunion";"Bac+3";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_d9b8d9b25df7fa3f6078f3f89dcb8102"
"309";2023-05-17;"Femme";47;"France";"Bac+5";"Non";"Faible";"Non";"ID_JUGEC_18_judge_522f3e7e7195d7abec4d955fa066effd"
